8043.150227,5798.662055
2108.367409,3875.693986
9018.410851,1734.164248
5505.43712,7388.021988
849.6040969,3243.037481
2691.066743,9426.479896
9060.688871,1232.27283
2245.685852,1315.926282
2529.190903,6223.095448
9007.193782,5936.125164
8990.212976,2100.922519
6206.517066,1335.479192
1853.965302,6429.378889
8714.399257,1814.090424
8065.460558,2161.667691
1214.418031,4347.133395
9842.723961,8900.323013
8981.171438,1286.329059
1776.003517,2972.426342
3314.067226,7335.951067
1329.843302,7268.035678
57.21649571,8261.314016
9934.944931,3012.855872
1245.083742,4897.64569
7617.150982,2857.802328
4338.573403,5944.567943
4377.757043,7784.845035
3107.736449,4902.327875
6353.130332,1939.588478
7415.459387,2197.285712
173.9118502,3687.03476
6715.596373,2976.409451
5722.345478,4890.787325
5216.98,5176.433766
5416.624276,9416.797959
2068.330628,51.87098584
2003.456229,3386.972817
5375.496195,4948.962074
4420.529961,9563.252324
8866.92633,5341.122613
762.041554,3300.635513
3229.099015,5667.087443
3723.72547,8984.903376
6435.688547,2500.201315
6381.166567,7660.766162
9592.886859,158.6707163
8587.670621,9093.998952
2143.44994,1494.01956
9896.630288,7520.39429
964.9037757,3166.348842
5439.610808,9330.177476
1168.679396,4169.537495
497.3834134,8411.822913
9463.938362,2616.530854
449.8515236,936.0320531
3101.162251,6988.414483
9906.273994,1247.264391
5724.92197,5612.907112
9395.107268,6742.75899
8533.270125,1193.062735
7094.261384,7510.388606
2596.515399,8902.216381
7967.100579,8433.525455
4105.475713,729.3526101
1611.960894,9623.624771
189.1068858,6803.008622
4329.387928,1756.620036
3687.54772,3795.035249
3474.984311,2709.337214
4192.586769,4720.973689
778.0044151,8033.396309
6530.133494,6147.498849
7417.470413,8497.979141
2833.824003,9185.031005
7545.296438,5843.372208
2971.062029,8053.912949
5699.048382,2803.450438
2046.917357,2065.152052
2512.45692,775.4766123
1970.599481,5773.398452
3196.67838,2869.497844
7510.800112,9825.748872
3254.118319,5848.032587
6431.860533,2861.172648
3022.844907,6294.828583
8213.644089,800.484624
1418.694941,7255.847373
3128.991243,102.4441707
3795.423967,5261.623999
908.6926549,4680.549642
1055.144856,2800.316381
4705.519777,5733.714067
2317.41808,5879.396164
3493.885785,8829.274102
6994.485306,2663.339482
3734.565212,3360.51529
1437.14445,6301.820847
3027.541323,2727.961169
227.4736235,8681.917872
738.9488979,9686.358526
8564.767279,4173.799118
9369.53659,4916.652983
3770.321205,4504.866505
7911.716325,7847.916787
4156.369802,9307.679503
7924.809075,314.6704063
7591.661369,7010.93776
2608.444177,5274.499523
99.74362772,8434.892882
5681.681695,6652.258762
3585.566473,3931.998278
7088.140381,3289.246818
1835.531427,4397.79362
9963.27811,9896.306259
72.00019294,1547.893272
3863.164247,753.1045385
2218.533668,2725.343313
8039.852833,211.5754812
6000.955299,5854.638951
2057.169037,1612.396827
9171.632734,6916.270989
5714.467917,9562.522756
4321.072172,1996.758428
408.100806,4240.323583
6197.161708,7712.499663
8887.579153,5447.334471
9835.516636,2664.90186
9120.811485,9358.853596
9866.826612,9408.661403
1803.461458,6580.482984
4657.266394,208.4387407
1316.035665,1418.919675
1611.291519,7954.190149
8671.652959,8805.546399
9045.793512,1614.787767
9109.504359,456.7707038
7932.890709,9366.279064
8448.770743,9767.356002
8345.607714,7400.357316
4888.949478,8211.619327
9760.506138,9818.864165
692.0288419,2433.928263
2566.082864,4113.896697
1502.093842,7754.220549
7310.54602,9236.104763
403.1379618,9893.630221
7454.411178,2440.533616
326.699391,6411.923294
4031.251087,4899.940745
346.8260037,9997.505325
2825.845247,5747.267221
6740.1709,6870.394152
8630.637117,3532.815641
6938.678571,8363.608633
2766.427397,8232.059351
5785.153351,5955.377384
4509.982331,5174.446592
4865.869015,9522.066251
2426.974895,3289.559223
7418.530977,4931.56622
9078.580399,7869.125515
3098.148553,6374.688397
8773.223911,1303.107356
1848.537423,5952.147873
2862.170287,369.9404849
6941.830866,9525.867674
6606.039079,2873.335113
2798.474612,5080.953682
9123.47259,3483.835202
4355.44792,8737.11795
3006.789293,6715.551575
5375.122141,7609.460709
5918.215146,5880.753783
2584.96099,9894.964624
4880.569229,4278.358661
2689.784895,9076.074698
5183.348521,4857.057254
4731.697246,9120.527673
8982.396066,2838.217115
4669.776335,7019.957929
4184.506568,3156.412373
6424.598539,559.070303
4291.820188,5102.312922
4736.710206,9834.861621
701.0447974,2014.559199
4777.670548,7446.734432
5469.185376,5919.434304
5445.699308,7332.846597
814.9164904,8424.128643
6828.03354,5950.936636
8562.501215,1522.818245
5495.814318,4290.978507
4977.454661,1411.419787
9828.545698,210.0214153
10.12426142,4671.964717
7661.709604,3718.954181
3840.56534,5053.071387
5061.182577,9732.253846
1897.599658,9291.951044
8797.105545,3911.729538
9605.93492,5795.964031
3365.799857,3456.294818
8046.5756,3634.87702
8630.436083,2547.124719
4767.872605,7717.237824
198.1978465,252.186325
9686.932266,8845.554539
6848.234941,3538.036796
